city,air_quality_index,co,no2,o2,particulate_matter_10,particulate_matter_25,so2,date,time
Stockholm,43,54.5,30.4,94.0,32.2,8.25,20.0,2024-04-23,10:00:00
Stockholm,43,54.3,10.8,92.0,21.3,8.0,18.0,2024-04-23,09:00:00
Stockholm,41,53.9,9.8,89.7,27.4,7.8,15.3,2024-04-23,08:00:00
Stockholm,40,53.5,36.4,87.3,37.0,7.0,12.7,2024-04-23,07:00:00
Stockholm,39,53.1,28.8,85.0,32.0,6.0,10.0,2024-04-23,06:00:00
Stockholm,39,52.5,20.5,84.3,25.2,6.08,9.3,2024-04-23,05:00:00
Stockholm,39,51.9,4.0,83.7,11.5,6.25,8.7,2024-04-23,04:00:00
Stockholm,38,51.4,4.0,83.0,11.5,6.25,8.0,2024-04-23,03:00:00
Stockholm,39,51.6,3.5,83.3,10.5,6.5,7.7,2024-04-23,02:00:00
Stockholm,39,51.7,3.7,83.7,11.5,7.25,7.3,2024-04-23,01:00:00
Stockholm,39,51.9,5.0,84.0,11.8,8.25,7.0,2024-04-23,00:00:00
Stockholm,39,51.9,5.4,84.3,12.4,6.54,6.7,2024-04-22,23:00:00
Stockholm,39,51.9,7.1,84.7,17.5,8.31,6.3,2024-04-22,22:00:00
Stockholm,39,51.9,8.2,85.0,20.3,8.33,6.0,2024-04-22,21:00:00
Stockholm,40,51.7,8.8,84.0,24.7,9.56,5.7,2024-04-22,20:00:00
Stockholm,39,51.6,15.9,83.0,22.7,9.44,5.3,2024-04-22,19:00:00
Stockholm,45,51.4,16.2,82.0,26.3,10.71,5.0,2024-04-22,18:00:00
Stockholm,41,51.6,18.0,82.0,27.8,9.83,4.7,2024-04-22,17:00:00
Stockholm,38,51.7,18.8,82.0,25.4,6.0,4.3,2024-04-22,16:00:00
Stockholm,61,51.9,9.2,82.0,32.3,17.17,4.0,2024-04-22,15:00:00
Stockholm,53,51.7,9.8,82.3,33.9,13.43,4.0,2024-04-22,14:00:00
Stockholm,58,51.6,18.3,82.7,34.7,15.56,4.0,2024-04-22,13:00:00
Stockholm,48,51.4,15.2,83.0,29.4,11.57,4.0,2024-04-22,12:00:00
Stockholm,50,51.0,16.1,83.7,29.7,12.08,4.0,2024-04-22,11:00:00
Stockholm,39,50.6,12.6,84.3,24.6,5.0,4.0,2024-04-22,10:00:00
Stockholm,56,50.2,9.0,85.0,25.8,14.83,4.0,2024-04-22,09:00:00
Stockholm,52,50.8,17.3,83.7,27.6,13.0,5.3,2024-04-22,08:00:00
Stockholm,56,51.4,17.4,82.3,28.6,14.56,6.7,2024-04-22,07:00:00
Stockholm,66,51.9,52.5,81.0,31.8,19.33,8.0,2024-04-22,06:00:00
Stockholm,37,52.1,6.2,80.7,10.8,6.18,7.7,2024-04-22,05:00:00
Stockholm,37,52.3,2.5,80.3,8.3,4.25,7.3,2024-04-22,04:00:00
Stockholm,37,52.5,2.4,80.0,8.8,5.17,7.0,2024-04-22,03:00:00
Stockholm,37,52.5,2.2,80.3,7.9,4.88,7.0,2024-04-22,02:00:00
Stockholm,37,52.5,2.3,80.7,8.3,5.0,7.0,2024-04-22,01:00:00
Stockholm,37,52.5,4.0,81.0,9.0,6.5,7.0,2024-04-22,00:00:00
Stockholm,38,53.1,5.3,82.0,9.2,5.62,7.0,2024-04-21,23:00:00
Stockholm,38,53.7,7.2,83.0,13.3,7.39,7.0,2024-04-21,22:00:00
Stockholm,39,54.3,8.8,84.0,15.5,7.83,7.0,2024-04-21,21:00:00
Stockholm,39,54.1,9.4,84.7,16.0,8.17,6.0,2024-04-21,20:00:00
Stockholm,39,53.9,9.3,85.3,16.6,9.13,5.0,2024-04-21,19:00:00
Stockholm,41,53.7,11.2,86.0,17.9,9.88,4.0,2024-04-21,18:00:00
Stockholm,40,53.3,11.7,86.0,17.3,7.92,3.7,2024-04-21,17:00:00
Stockholm,40,52.9,6.4,86.0,14.4,6.0,3.3,2024-04-21,16:00:00
Stockholm,40,52.5,9.2,86.0,18.0,9.67,3.0,2024-04-21,15:00:00
Stockholm,59,52.1,13.0,85.7,23.3,16.0,3.0,2024-04-21,14:00:00
Stockholm,43,51.7,9.0,85.3,18.6,10.38,3.0,2024-04-21,13:00:00
Stockholm,43,51.4,8.5,85.0,17.3,10.25,3.0,2024-04-21,12:00:00
Stockholm,39,51.6,10.3,84.7,14.5,5.21,3.0,2024-04-21,11:00:00
Stockholm,39,51.7,6.0,84.3,13.5,5.5,3.0,2024-04-21,10:00:00
Stockholm,39,51.9,7.8,84.0,15.3,8.17,3.0,2024-04-21,09:00:00
Stockholm,39,51.9,6.8,84.0,13.7,7.0,3.3,2024-04-21,08:00:00
Stockholm,39,51.9,5.8,84.0,14.1,7.25,3.7,2024-04-21,07:00:00
Stockholm,39,51.9,5.3,84.0,12.5,6.0,4.0,2024-04-21,06:00:00
Stockholm,39,51.9,4.8,85.0,10.4,5.0,5.0,2024-04-21,05:00:00
Stockholm,40,51.9,6.8,86.0,13.9,6.44,6.0,2024-04-21,04:00:00
Stockholm,40,51.9,7.6,87.0,14.7,6.67,7.0,2024-04-21,03:00:00
Stockholm,41,51.9,6.0,88.0,11.5,8.0,7.3,2024-04-21,02:00:00
Stockholm,41,51.9,10.8,89.0,19.3,8.5,7.7,2024-04-21,01:00:00
Stockholm,45,51.9,17.7,90.0,24.5,10.88,8.0,2024-04-21,00:00:00
Stockholm,42,52.3,19.0,90.3,24.8,8.08,8.3,2024-04-20,23:00:00
Stockholm,42,52.7,21.0,90.7,24.6,7.08,8.7,2024-04-20,22:00:00
Singapore,52,43.8,8.0,57.0,18.0,13.0,10.0,2024-04-23,21:00:00
Singapore,50,47.1,11.0,54.7,15.4,12.07,14.3,2024-04-23,20:00:00
Singapore,42,50.4,14.0,52.3,12.8,10.0,18.7,2024-04-23,19:00:00
Singapore,42,53.7,17.0,50.0,10.2,10.2,23.0,2024-04-23,18:00:00
Singapore,55,49.4,12.7,56.0,14.2,14.17,16.7,2024-04-23,17:00:00
Singapore,110,45.1,8.3,62.0,48.8,39.0,10.3,2024-04-23,16:00:00
Singapore,54,40.9,4.0,68.0,17.3,13.67,4.0,2024-04-23,15:00:00
Singapore,56,43.0,5.3,70.7,15.0,15.0,5.7,2024-04-23,14:00:00
Singapore,56,45.1,6.7,73.3,18.4,14.6,7.3,2024-04-23,13:00:00
Singapore,61,47.3,8.0,76.0,21.4,17.0,9.0,2024-04-23,12:00:00
Singapore,65,46.5,6.3,80.3,19.0,19.0,8.7,2024-04-23,11:00:00
Singapore,59,45.7,4.7,84.7,20.2,16.11,8.3,2024-04-23,10:00:00
Singapore,58,44.9,3.0,89.0,19.7,15.67,8.0,2024-04-23,09:00:00
Singapore,47,44.7,2.7,89.0,14.3,11.25,8.3,2024-04-23,08:00:00
Singapore,54,44.5,2.3,89.0,17.1,13.62,8.7,2024-04-23,07:00:00
Singapore,51,44.4,2.0,89.0,15.8,12.6,9.0,2024-04-23,06:00:00
Singapore,52,45.1,2.0,83.7,16.0,12.8,11.0,2024-04-23,05:00:00
Singapore,47,45.9,2.0,78.3,14.3,11.37,13.0,2024-04-23,04:00:00
Singapore,45,46.7,2.0,73.0,13.5,10.75,15.0,2024-04-23,03:00:00
Singapore,63,302.0,6.0,8.6,24.0,18.2,11.0,2024-04-23,02:00:00
Singapore,77,302.0,10.0,8.6,31.0,24.4,11.0,2024-04-23,01:00:00
Singapore,69,302.0,14.0,8.6,26.4,21.0,11.0,2024-04-23,00:00:00
Singapore,77,1008.0,11.7,2.2,30.8,24.5,16.0,2024-04-22,23:00:00
Singapore,87,202.0,9.3,8.6,36.0,29.0,11.0,2024-04-22,22:00:00
Singapore,68,43.2,7.0,57.0,25.5,20.5,14.0,2024-04-22,21:00:00
Singapore,68,706.0,7.3,2.2,28.2,20.2,16.0,2024-04-22,20:00:00
Singapore,76,1109.0,7.7,9.7,30.8,24.2,11.0,2024-04-22,19:00:00
Singapore,66,1008.0,8.0,10.8,25.6,19.4,11.0,2024-04-22,18:00:00
Singapore,62,202.0,6.0,16.2,22.7,17.5,11.0,2024-04-22,17:00:00
Singapore,80,202.0,4.0,23.8,30.0,26.0,11.0,2024-04-22,16:00:00
Singapore,64,42.0,2.0,70.0,22.8,18.25,8.0,2024-04-22,15:00:00
Singapore,60,196.0,4.7,51.7,20.8,16.5,9.0,2024-04-22,14:00:00
Singapore,66,706.0,7.3,24.9,25.8,19.2,11.0,2024-04-22,13:00:00
Singapore,63,504.0,10.0,15.1,22.6,17.8,11.0,2024-04-22,12:00:00
Singapore,61,352.7,8.0,43.8,21.6,17.0,11.0,2024-04-22,11:00:00
Singapore,57,201.5,6.0,72.4,19.4,15.27,11.0,2024-04-22,10:00:00
Singapore,54,50.2,4.0,101.0,17.8,14.0,11.0,2024-04-22,09:00:00
Singapore,64,49.2,3.3,98.0,22.0,18.6,10.7,2024-04-22,08:00:00
Singapore,64,48.2,2.7,95.0,22.0,18.4,10.3,2024-04-22,07:00:00
Singapore,61,47.3,2.0,92.0,20.0,17.2,10.0,2024-04-22,06:00:00
Singapore,52,907.0,5.3,3.2,18.0,12.83,11.0,2024-04-22,05:00:00
Singapore,78,52.7,8.7,72.7,31.3,25.0,19.3,2024-04-22,04:00:00
Singapore,51,55.4,12.0,63.0,15.5,12.25,24.0,2024-04-22,03:00:00
Singapore,73,339.3,17.0,43.1,26.5,22.6,21.3,2024-04-22,02:00:00
Singapore,72,907.0,22.0,4.3,27.0,22.2,16.0,2024-04-22,01:00:00
Singapore,75,907.0,27.0,3.2,29.2,23.6,16.0,2024-04-22,00:00:00
Singapore,78,806.0,23.0,2.2,30.7,25.0,16.0,2024-04-21,23:00:00
Singapore,91,806.0,19.0,3.2,34.0,31.0,16.0,2024-04-21,22:00:00
Singapore,69,57.8,15.0,55.0,26.5,21.0,21.0,2024-04-21,21:00:00
Singapore,80,806.0,13.0,3.2,28.8,25.8,16.0,2024-04-21,20:00:00
Singapore,70,706.0,11.0,4.3,25.8,21.4,16.0,2024-04-21,19:00:00
Singapore,74,706.0,9.0,6.5,26.5,23.0,16.0,2024-04-21,18:00:00
Singapore,76,605.0,7.7,8.6,26.8,23.83,16.0,2024-04-21,17:00:00
Singapore,82,267.6,6.3,49.5,33.8,27.0,16.0,2024-04-21,16:00:00
Singapore,68,48.4,5.0,71.0,25.5,20.5,16.0,2024-04-21,15:00:00
Singapore,60,52.5,6.0,71.3,21.0,16.75,14.7,2024-04-21,14:00:00
Singapore,53,56.6,7.0,71.7,16.8,13.25,13.3,2024-04-21,13:00:00
Singapore,54,60.7,8.0,72.0,17.3,13.75,12.0,2024-04-21,12:00:00
Singapore,52,65.2,8.3,81.3,16.6,13.0,17.0,2024-04-21,11:00:00
Singapore,87,69.6,8.7,90.7,36.3,29.0,22.0,2024-04-21,10:00:00
Singapore,64,74.1,9.0,100.0,23.5,18.5,27.0,2024-04-21,09:00:00
Singapore,60,79.6,13.7,90.3,17.0,16.8,38.3,2024-04-21,08:00:00
Singapore,45,85.0,18.3,80.7,10.8,10.75,49.7,2024-04-21,07:00:00
Singapore,48,90.5,23.0,71.0,11.8,11.5,61.0,2024-04-21,06:00:00
Singapore,38,86.8,24.0,64.0,9.2,9.2,65.0,2024-04-21,05:00:00
Singapore,69,83.1,25.0,57.0,26.3,21.0,69.0,2024-04-21,04:00:00
Singapore,56,79.4,26.0,50.0,15.8,15.0,73.0,2024-04-21,03:00:00
Singapore,46,73.1,27.3,42.0,13.8,11.0,70.0,2024-04-21,02:00:00
Singapore,78,66.9,28.7,34.0,31.3,25.0,67.0,2024-04-21,01:00:00
Singapore,21,60.7,30.0,26.0,7.0,5.0,64.0,2024-04-21,00:00:00
Singapore,76,61.5,30.0,25.3,30.0,24.0,57.7,2024-04-20,23:00:00
Singapore,72,62.3,30.0,24.7,27.5,22.0,51.3,2024-04-20,22:00:00
Oslo,31,52.5,2.0,66.0,3.0,2.0,3.0,2024-04-23,21:00:00
Oslo,33,337.0,19.9,72.2,22.5,4.5,2.0,2024-04-23,20:00:00
Oslo,35,10.0,77.0,75.3,22.3,3.67,0.0,2024-04-23,19:00:00
Oslo,39,189.0,14.8,84.5,19.7,3.59,0.0,2024-04-23,18:00:00
Oslo,42,10.0,21.8,84.5,45.2,5.67,0.0,2024-04-23,17:00:00
Oslo,41,357.0,11.8,87.8,32.3,4.38,0.0,2024-04-23,16:00:00
Oslo,38,50.8,16.4,82.0,30.7,5.14,2.0,2024-04-23,15:00:00
Oslo,39,382.0,17.7,85.1,33.4,6.18,0.0,2024-04-23,14:00:00
Oslo,37,10.0,43.7,80.2,40.0,6.33,0.0,2024-04-23,13:00:00
Oslo,39,10.0,21.1,84.5,37.5,5.13,0.0,2024-04-23,12:00:00
Oslo,48,10.0,28.3,81.6,52.0,6.3,1.0,2024-04-23,11:00:00
Oslo,37,180.5,29.8,80.9,38.5,5.07,1.0,2024-04-23,10:00:00
Oslo,49,58.4,28.4,82.0,52.8,7.67,13.0,2024-04-23,09:00:00
Oslo,41,175.0,32.8,79.7,44.1,7.0,1.0,2024-04-23,08:00:00
Oslo,36,187.5,33.1,74.4,39.1,7.93,1.0,2024-04-23,07:00:00
Oslo,49,62.4,44.2,51.0,53.0,10.47,1.0,2024-04-23,06:00:00
Oslo,36,327.0,34.0,51.0,32.9,8.7,1.0,2024-04-23,05:00:00
Oslo,37,324.0,24.1,44.9,19.3,8.8,1.0,2024-04-23,04:00:00
Oslo,31,333.0,13.5,41.8,13.9,7.5,1.0,2024-04-23,03:00:00
Oslo,30,338.0,8.5,57.3,12.5,7.18,1.0,2024-04-23,02:00:00
Oslo,31,333.0,10.1,56.3,14.3,7.47,1.0,2024-04-23,01:00:00
Oslo,30,60.1,12.6,63.6,21.9,7.2,1.0,2024-04-23,00:00:00
Oslo,40,115.5,15.1,65.4,22.4,9.6,1.0,2024-04-22,23:00:00
Oslo,41,270.0,24.6,66.0,23.5,9.87,1.0,2024-04-22,22:00:00
Oslo,35,269.0,16.8,67.2,25.6,8.41,1.0,2024-04-22,21:00:00
Oslo,39,289.0,24.3,73.1,35.0,9.31,1.0,2024-04-22,20:00:00
Oslo,36,347.0,22.3,77.0,34.9,8.06,1.0,2024-04-22,19:00:00
Oslo,54,62.4,27.0,84.9,53.8,14.0,1.0,2024-04-22,18:00:00
Oslo,43,357.0,13.7,93.7,33.2,7.0,1.0,2024-04-22,17:00:00
Oslo,41,10.0,18.5,89.2,39.9,9.47,1.0,2024-04-22,16:00:00
Oslo,42,327.0,15.8,91.3,33.9,8.0,1.0,2024-04-22,15:00:00
Oslo,41,199.5,24.8,89.0,32.4,7.81,1.0,2024-04-22,14:00:00
Oslo,47,391.0,19.8,83.2,51.3,9.59,1.0,2024-04-22,13:00:00
Oslo,55,358.0,19.3,80.1,64.7,11.0,1.0,2024-04-22,12:00:00
Oslo,44,308.0,15.6,76.4,47.3,8.82,1.0,2024-04-22,11:00:00
Oslo,42,277.0,22.5,75.4,45.0,9.25,1.0,2024-04-22,10:00:00
Oslo,41,208.0,20.4,88.0,38.3,8.5,4.0,2024-04-22,09:00:00
Oslo,35,202.0,33.0,76.2,34.4,8.24,1.0,2024-04-22,08:00:00
Oslo,42,216.0,36.4,76.2,45.5,9.76,1.0,2024-04-22,07:00:00
Oslo,58,50.2,39.5,55.9,70.7,13.67,1.0,2024-04-22,06:00:00
Oslo,43,255.0,53.4,43.7,46.8,9.15,1.0,2024-04-22,05:00:00
Oslo,29,224.0,25.5,53.6,22.7,6.93,1.0,2024-04-22,04:00:00
Oslo,24,114.5,17.8,52.4,16.0,5.29,1.0,2024-04-22,03:00:00
Oslo,32,218.0,10.6,68.3,10.6,4.35,1.0,2024-04-22,02:00:00
Oslo,29,224.0,15.3,61.7,11.6,4.94,1.0,2024-04-22,01:00:00
Oslo,31,52.5,14.6,66.4,9.9,3.57,1.0,2024-04-22,00:00:00
Oslo,35,252.0,15.5,75.5,14.9,4.5,1.0,2024-04-21,23:00:00
Oslo,36,253.0,36.5,77.0,20.5,5.73,1.0,2024-04-21,22:00:00
Oslo,38,355.0,27.6,82.2,23.5,5.65,1.0,2024-04-21,21:00:00
Oslo,39,419.0,25.0,85.4,21.4,5.88,1.0,2024-04-21,20:00:00
Oslo,39,394.0,17.3,84.1,15.9,4.82,1.0,2024-04-21,19:00:00
Oslo,42,201.0,25.7,91.6,15.5,4.5,1.0,2024-04-21,18:00:00
Oslo,45,10.0,16.2,96.4,12.4,3.83,1.0,2024-04-21,17:00:00
Oslo,44,198.0,14.9,95.4,13.6,4.4,1.0,2024-04-21,16:00:00
Oslo,45,423.0,9.2,97.2,12.5,4.47,1.0,2024-04-21,15:00:00
Oslo,45,226.0,8.8,97.6,11.8,3.71,1.0,2024-04-21,14:00:00
Oslo,45,237.0,8.5,97.1,12.1,3.59,1.0,2024-04-21,13:00:00
Oslo,45,10.0,11.3,98.0,12.5,4.17,30.0,2024-04-21,12:00:00
Oslo,43,10.0,7.2,94.0,10.5,3.38,1.0,2024-04-21,11:00:00
Oslo,44,370.0,7.1,94.9,11.0,3.27,10.7,2024-04-21,10:00:00
Oslo,43,306.0,4.2,93.4,11.6,3.47,1.0,2024-04-21,09:00:00
Oslo,43,124.5,5.6,93.8,9.0,3.47,1.0,2024-04-21,08:00:00
Oslo,43,10.0,22.0,92.0,8.3,3.67,1.0,2024-04-21,07:00:00
Oslo,40,132.0,7.2,85.9,6.3,3.29,1.0,2024-04-21,06:00:00
Oslo,40,10.0,13.8,85.9,5.8,3.31,1.0,2024-04-21,05:00:00
Oslo,39,130.5,10.3,84.2,7.2,3.44,1.0,2024-04-21,04:00:00
Oslo,39,122.0,10.3,84.0,7.3,3.69,9.0,2024-04-21,03:00:00
Oslo,39,244.0,4.8,83.6,6.7,3.41,1.0,2024-04-21,02:00:00
Oslo,39,130.0,7.2,85.2,7.0,3.47,1.0,2024-04-21,01:00:00
Oslo,40,10.0,14.4,85.5,9.2,3.67,1.0,2024-04-21,00:00:00
Oslo,38,245.0,7.8,81.4,8.7,3.31,1.0,2024-04-20,23:00:00
Oslo,37,149.5,8.4,79.9,8.0,3.31,1.0,2024-04-20,22:00:00
Mumbai,175,1562.3,118.0,15.4,207.0,175.67,45.0,2024-04-23,20:00:00
Mumbai,237,1498.7,132.7,12.5,190.8,120.5,53.3,2024-04-23,19:00:00
Mumbai,219,1505.0,86.0,13.7,161.5,107.5,38.3,2024-04-23,18:00:00
Mumbai,217,1501.7,136.3,9.8,118.5,105.75,86.0,2024-04-23,17:00:00
Mumbai,137,816.0,259.0,4.0,100.0,49.0,12.0,2024-04-23,16:00:00
Mumbai,242,1698.5,79.0,14.1,130.0,124.33,124.5,2024-04-23,15:00:00
Mumbai,208,1062.0,101.0,15.6,126.0,99.0,24.3,2024-04-23,14:00:00
Mumbai,206,1324.0,122.0,22.3,129.5,97.25,48.0,2024-04-23,13:00:00
Mumbai,203,2191.0,118.3,16.8,136.0,95.5,44.3,2024-04-23,12:00:00
Mumbai,173,695.7,65.0,16.3,129.0,73.0,44.7,2024-04-23,11:00:00
Mumbai,174,645.0,68.0,16.6,149.3,73.33,46.3,2024-04-23,10:00:00
Mumbai,91,68.3,5.0,153.0,28.0,22.0,62.0,2024-04-23,09:00:00
Mumbai,165,746.0,131.5,11.6,114.7,66.67,43.0,2024-04-23,08:00:00
Mumbai,190,650.5,150.5,9.8,147.0,85.5,40.5,2024-04-23,07:00:00
Mumbai,149,675.0,161.0,11.3,100.0,53.5,47.5,2024-04-23,06:00:00
Mumbai,150,635.5,85.0,12.4,136.0,54.0,46.5,2024-04-23,05:00:00
Mumbai,157,736.0,82.0,9.6,88.0,61.0,72.0,2024-04-23,04:00:00
Mumbai,78,143.6,19.0,90.0,55.0,25.0,76.0,2024-04-23,03:00:00
Mumbai,137,806.0,132.0,2.9,74.0,49.0,68.0,2024-04-23,02:00:00
Mumbai,107,272.0,101.0,4.5,47.0,38.0,66.0,2024-04-23,01:00:00
Mumbai,95,322.5,109.0,10.1,53.0,33.0,34.0,2024-04-23,00:00:00
Mumbai,106,373.0,111.3,13.4,56.7,37.67,40.7,2024-04-22,23:00:00
Mumbai,130,307.5,125.0,11.9,50.0,46.5,38.0,2024-04-22,22:00:00
Mumbai,74,147.7,29.0,48.0,51.0,23.0,81.0,2024-04-22,21:00:00
Mumbai,152,418.5,126.5,12.6,62.0,54.5,36.0,2024-04-22,20:00:00
Mumbai,152,399.7,97.7,12.8,68.0,54.67,33.0,2024-04-22,19:00:00
Mumbai,201,396.7,108.7,19.5,94.7,94.0,47.7,2024-04-22,18:00:00
Mumbai,205,282.0,117.0,21.5,97.0,97.0,45.5,2024-04-22,17:00:00
Mumbai,227,267.0,120.5,21.8,113.0,113.0,51.5,2024-04-22,16:00:00
Mumbai,78,152.3,36.0,64.0,46.0,25.0,87.0,2024-04-22,15:00:00
Mumbai,225,443.5,125.0,18.8,179.0,112.0,62.5,2024-04-22,14:00:00
Mumbai,113,621.7,99.0,20.4,170.7,40.33,82.7,2024-04-22,13:00:00
Mumbai,111,376.3,70.7,20.3,78.3,39.33,59.3,2024-04-22,12:00:00
Mumbai,158,514.0,51.0,26.2,68.5,61.5,62.0,2024-04-22,11:00:00
Mumbai,164,479.0,53.5,21.5,79.0,66.0,26.5,2024-04-22,10:00:00
Mumbai,88,78.2,4.0,150.0,41.0,22.0,61.0,2024-04-22,09:00:00
Mumbai,243,779.7,83.0,18.3,384.3,241.0,48.0,2024-04-22,08:00:00
Mumbai,68,423.5,69.0,7.2,90.0,18.0,30.0,2024-04-22,07:00:00
Mumbai,68,423.5,69.0,7.2,90.0,18.0,30.0,2024-04-22,06:00:00
Mumbai,62,423.5,69.0,7.2,67.0,17.67,30.0,2024-04-22,05:00:00
Mumbai,52,272.0,64.0,4.9,46.0,13.0,25.0,2024-04-22,04:00:00
Mumbai,50,96.9,11.0,79.0,15.0,12.0,45.0,2024-04-22,03:00:00
Mumbai,48,262.0,62.0,4.8,26.5,11.5,25.0,2024-04-22,02:00:00
Mumbai,66,831.5,83.0,6.2,43.3,19.33,13.5,2024-04-22,01:00:00
Mumbai,146,1216.0,130.3,25.1,154.3,52.5,39.0,2024-04-22,00:00:00
Mumbai,155,1196.0,128.7,16.1,264.0,56.5,29.0,2024-04-21,23:00:00
Mumbai,116,1505.3,130.7,15.3,150.8,41.5,27.0,2024-04-21,22:00:00
Mumbai,141,2722.0,237.0,30.8,236.0,45.5,49.0,2024-04-21,21:00:00
Mumbai,110,897.0,77.5,7.5,67.0,39.0,16.0,2024-04-21,20:00:00
Mumbai,96,983.0,88.0,20.1,44.3,33.33,36.0,2024-04-21,19:00:00
Mumbai,100,978.0,99.5,13.2,41.7,35.33,12.5,2024-04-21,18:00:00
Mumbai,107,732.7,108.3,8.9,80.3,38.0,27.3,2024-04-21,17:00:00
Mumbai,218,389.7,102.3,7.2,351.5,106.5,33.7,2024-04-21,16:00:00
Mumbai,123,1079.0,125.0,8.9,148.0,44.0,8.0,2024-04-21,15:00:00
Mumbai,76,816.5,113.0,8.8,37.7,24.0,9.0,2024-04-21,14:00:00
Mumbai,42,727.0,78.6,15.2,13.0,10.0,30.7,2024-04-21,13:00:00
Mumbai,86,551.0,55.3,18.3,68.5,28.75,42.0,2024-04-21,12:00:00
Mumbai,86,551.0,55.3,18.3,68.5,28.75,42.0,2024-04-21,11:00:00
Mumbai,87,551.0,55.3,18.3,68.8,29.0,42.0,2024-04-21,10:00:00
Mumbai,85,564.0,45.0,21.3,52.0,28.0,16.0,2024-04-21,09:00:00
Mumbai,104,1320.5,85.5,14.2,61.0,37.0,19.5,2024-04-21,08:00:00
Mumbai,118,463.7,55.3,20.3,113.0,42.0,36.0,2024-04-21,07:00:00
Mumbai,80,79.4,7.0,144.0,15.0,12.0,73.0,2024-04-21,06:00:00
Mumbai,85,468.5,59.5,4.0,51.3,28.33,26.0,2024-04-21,05:00:00
Mumbai,85,468.5,59.5,4.0,50.7,28.0,26.0,2024-04-21,04:00:00
Mumbai,85,468.5,59.5,4.0,50.7,28.0,26.0,2024-04-21,03:00:00
Mumbai,88,433.3,68.0,6.7,53.1,29.44,22.8,2024-04-21,02:00:00
Mumbai,84,468.5,59.5,4.0,50.3,27.67,26.0,2024-04-21,01:00:00
Mumbai,94,363.0,85.0,12.2,58.0,32.33,16.5,2024-04-21,00:00:00
Mumbai,95,363.0,85.0,12.2,58.3,32.67,16.5,2024-04-20,23:00:00
Mumbai,67,246.3,55.0,28.1,25.0,20.0,84.2,2024-04-20,22:00:00
Mumbai,61,187.9,40.0,36.0,21.3,17.0,118.0,2024-04-20,21:00:00
Los Angeles,52,69.4,15.0,102.0,22.0,13.0,26.0,2024-04-23,21:00:00
Los Angeles,51,123.6,28.3,80.4,19.7,12.67,26.3,2024-04-23,20:00:00
Los Angeles,41,201.3,9.0,88.5,13.6,8.14,0.0,2024-04-23,19:00:00
Los Angeles,50,232.0,55.0,37.2,15.0,12.0,27.0,2024-04-23,18:00:00
Los Angeles,43,231.3,41.2,50.0,14.1,10.33,18.3,2024-04-23,17:00:00
Los Angeles,36,230.7,27.4,62.8,13.1,8.67,9.7,2024-04-23,16:00:00
Los Angeles,35,230.0,13.6,75.7,12.2,7.0,1.0,2024-04-23,15:00:00
Los Angeles,30,230.4,19.3,65.9,10.1,6.88,1.0,2024-04-23,14:00:00
Los Angeles,54,232.0,49.0,37.2,17.5,14.0,17.7,2024-04-23,13:00:00
Los Angeles,52,232.0,34.0,40.6,16.3,13.0,26.0,2024-04-23,12:00:00
Los Angeles,33,232.0,40.0,39.0,8.0,8.0,1.0,2024-04-23,11:00:00
Los Angeles,46,211.8,19.8,66.1,12.6,11.11,8.7,2024-04-23,10:00:00
Los Angeles,42,201.8,12.7,78.9,10.8,10.17,0.0,2024-04-23,09:00:00
Los Angeles,38,184.4,12.1,75.1,10.1,9.25,0.0,2024-04-23,08:00:00
Los Angeles,43,220.9,15.2,79.9,10.9,10.28,0.0,2024-04-23,07:00:00
Los Angeles,43,230.5,16.5,80.5,11.0,10.33,0.0,2024-04-23,06:00:00
Los Angeles,69,232.0,82.0,44.1,26.3,21.0,13.0,2024-04-23,05:00:00
Los Angeles,66,231.5,62.8,59.1,23.7,19.44,26.0,2024-04-23,04:00:00
Los Angeles,76,232.0,86.0,48.4,30.0,24.0,39.0,2024-04-23,03:00:00
Los Angeles,52,201.3,11.2,96.9,15.6,12.71,0.0,2024-04-23,02:00:00
Los Angeles,49,201.3,11.3,102.2,15.6,11.71,0.0,2024-04-23,01:00:00
Los Angeles,54,275.6,23.3,105.0,16.9,13.75,0.0,2024-04-23,00:00:00
Los Angeles,89,343.0,89.0,67.4,37.5,30.0,0.0,2024-04-22,23:00:00
Los Angeles,89,321.9,88.0,47.6,37.5,30.0,0.0,2024-04-22,22:00:00
Los Angeles,63,345.0,15.8,121.9,22.6,18.0,0.0,2024-04-22,21:00:00
Los Angeles,66,316.3,15.2,103.3,25.9,19.29,0.0,2024-04-22,20:00:00
Los Angeles,65,316.3,16.3,93.5,25.3,19.14,0.0,2024-04-22,19:00:00
Los Angeles,66,316.3,17.3,83.4,25.1,19.29,0.0,2024-04-22,18:00:00
Los Angeles,66,351.4,17.4,76.8,25.2,19.59,0.0,2024-04-22,17:00:00
Los Angeles,67,386.5,17.5,70.1,25.3,19.9,0.0,2024-04-22,16:00:00
Los Angeles,68,421.7,17.6,63.5,25.4,20.2,0.0,2024-04-22,15:00:00
Los Angeles,65,316.3,13.3,60.8,23.7,18.71,0.0,2024-04-22,14:00:00
Los Angeles,67,287.5,11.0,64.7,24.6,19.86,0.0,2024-04-22,13:00:00
Los Angeles,63,287.5,9.5,68.0,20.9,18.0,0.0,2024-04-22,12:00:00
Los Angeles,74,293.9,46.0,30.4,28.8,23.0,0.0,2024-04-22,11:00:00
